#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Lottia gigantea","Eukaryota;Animals;Other Animals","","SAMN02769626","PRJNA175706","GCA_000327385.1","Scaffold",359.506,36,,"AMQO01",4469,23822,"2012-12-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/385/GCA_000327385.1_Helro1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/385/GCF_000327385.1_Helro1"
"Pseudopodoces humilis","Eukaryota;Animals;Birds","","SAMN02981490","PRJNA217046","GCA_000331425.1","Scaffold",1043,41.8001,"mitochondrion MT:NC_014341.1/","ANZD01",5406,27572,"2013-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/425/GCA_000331425.1_PseHum1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/425/GCF_000331425.1_PseHum1.0"
"Capitella teleta","Eukaryota;Animals;Other Animals","I ESC-2004","SAMN02769627","PRJNA175705","GCA_000328365.1","Scaffold",333.283,41.8,,"AMQN01",20803,0,"2012-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/365/GCA_000328365.1_Capca1",
"Amazona vittata","Eukaryota;Animals;Birds","","SAMN02981494","PRJNA171587","GCA_000332375.1","Scaffold",1175.4,41.7,,"AOCU01",182974,0,"2013-01-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/375/GCA_000332375.1_AV1",
"Leuciscus waleckii","Eukaryota;Animals;Fishes","","SAMEA3723233","PRJEB12292","GCA_900092035.1","Scaffold",752.539,37.4,,"FLSR01",4888,0,"2016-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/092/035/GCA_900092035.1_Amur_ide_genome",
"Podocnemis expansa","Eukaryota;Animals;Reptiles","","SAMN10723688","PRJNA512135","GCA_007922195.1","Scaffold",2447.09,43.6,,"VOCP01",43498,0,"2019-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/922/195/GCA_007922195.1_Podocnemis_expansa-1.0",
"Apalone spinifera","Eukaryota;Animals;Reptiles","","SAMN03004388","PRJNA177958","GCA_000385615.1","Scaffold",1931.08,42.8,,"APJP01",286620,0,"2013-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/615/GCA_000385615.1_ASM38561v1",
"Agrotis ipsilon","Eukaryota;Animals;Insects","X3","SAMN08289408","PRJNA428387","GCA_004193855.1","Scaffold",486.925,37.6,,"PNFC01",7960,0,"2019-02-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/193/855/GCA_004193855.1_ASM419385v1",
"Xiphophorus hellerii","Eukaryota;Animals;Fishes","12219","SAMN09545741","PRJNA604828","GCA_003331165.2"," Chromosome",732.906,39.1213,"chromosome 1:NC_045672.1/CM010375.2; chromosome 2:NC_045673.1/CM010376.2; chromosome 3:NC_045674.1/CM010377.2; chromosome 4:NC_045675.1/CM010378.2; chromosome 5:NC_045676.1/CM010379.1; chromosome 6:NC_045677.1/CM010380.2; chromosome 7:NC_045678.1/CM010381.2; chromosome 8:NC_045679.1/CM010382.2; chromosome 9:NC_045680.1/CM010383.2; chromosome 10:NC_045681.1/CM010384.2; chromosome 11:NC_045682.1/CM010385.2; chromosome 12:NC_045683.1/CM010386.2; chromosome 13:NC_045684.1/CM010387.2; chromosome 14:NC_045685.1/CM010388.2; chromosome 15:NC_045686.1/CM010389.2; chromosome 16:NC_045687.1/CM010390.2; chromosome 17:NC_045688.1/CM010391.2; chromosome 18:NC_045689.1/CM010392.2; chromosome 19:NC_045690.1/CM010393.2; chromosome 20:NC_045691.1/CM010394.2; chromosome 21:NC_045692.1/CM010395.1; chromosome 22:NC_045693.1/CM010396.2; chromosome 23:NC_045694.1/CM010397.2; chromosome 24:NC_045695.1/CM010398.2; mitochondrion MT:NC_013089.1/","QPIH02",87,46248,"2018-07-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/331/165/GCA_003331165.2_Xiphophorus_hellerii-4.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/331/165/GCF_003331165.1_Xiphophorus_hellerii-4.1"
"Bactrocera tryoni","Eukaryota;Animals;Insects","bent wings","SAMN02670756","PRJNA241080","GCA_000695345.1","Scaffold",519.006,28.1,,"JHQJ01",31960,0,"2014-05-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/345/GCA_000695345.1_Assembly_2.2_of_Bactrocera_tryoni_genome",
"Globicephala melas","Eukaryota;Animals;Mammals","X-22926-18","SAMN11083132","PRJNA563901","GCA_006547405.1","Scaffold",2333.87,41.3,"mitochondrion MT:NC_019441.1/CM017011.1","SWEB01",6637,54546,"2019-07-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/547/405/GCA_006547405.1_ASM654740v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/547/405/GCF_006547405.1_ASM654740v1"
"Clupea harengus","Eukaryota;Animals;Fishes","","SAMEA5339254","PRJEB31270","GCA_900700415.1"," Chromosome",725.687,44.2476,"chromosome 1:NC_045152.1/LR535857.1; chromosome 2:NC_045153.1/LR535858.1; chromosome 3:NC_045154.1/LR535859.1; chromosome 4:NC_045155.1/LR535860.1; chromosome 5:NC_045156.1/LR535861.1; chromosome 6:NC_045157.1/LR535862.1; chromosome 7:NC_045158.1/LR535863.1; chromosome 8:NC_045159.1/LR535864.1; chromosome 9:NC_045160.1/LR535865.1; chromosome 10:NC_045161.1/LR535866.1; chromosome 11:NC_045162.1/LR535867.1; chromosome 12:NC_045163.1/LR535868.1; chromosome 13:NC_045164.1/LR535869.1; chromosome 14:NC_045165.1/LR535870.1; chromosome 15:NC_045166.1/LR535871.1; chromosome 16:NC_045167.1/LR535872.1; chromosome 17:NC_045168.1/LR535873.1; chromosome 18:NC_045169.1/LR535874.1; chromosome 19:NC_045170.1/LR535875.1; chromosome 20:NC_045171.1/LR535876.1; chromosome 21:NC_045172.1/LR535877.1; chromosome 22:NC_045173.1/LR535878.1; chromosome 23:NC_045174.1/LR535879.1; chromosome 24:NC_045175.1/LR535880.1; chromosome 25:NC_045176.1/LR535881.1; chromosome 26:NC_045177.1/LR535882.1; mitochondrion MT:NC_009577.1/","CAADHV01",27,42709,"2019-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/700/415/GCA_900700415.1_Ch_v2.0.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/700/415/GCF_900700415.1_Ch_v2.0.2"
"Parhyale hawaiensis","Eukaryota;Animals;Other Animals","Chicago-F","SAMN09470240","PRJNA306836","GCA_001587735.2","Scaffold",2752.56,32.6,,"LQNS02",278189,0,"2016-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/735/GCA_001587735.2_Phaw_5.0",
"Heliconius timareta timareta","Eukaryota;Animals;Insects","","SAMEA3670575","PRJEB8011","GCA_900068805.1","Scaffold",319.43,31.9,,"FAUB01",280134,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/068/805/GCA_900068805.1_Heliconius_timareta_timareta.BC_0407",
"Glossina brevipalpis","Eukaryota;Animals;Insects","","SAMN02742631","PRJNA182187","GCA_000671755.1","Scaffold",315.36,32.4,,"JFJS01",1651,0,"2014-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/671/755/GCA_000671755.1_Glossina_brevipalpis_1.0.3",
"Eopsaltria australis","Eukaryota;Animals;Birds","EYR054","SAMN09425179","PRJNA476023","GCA_003426825.1","Scaffold",1228.34,43,,"QKXG01",20702,0,"2018-08-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/426/825/GCA_003426825.1_eyr_v1",
"Calliphora vicina","Eukaryota;Animals;Insects","BV_Calliphora","SAMN03276989","PRJNA268391","GCA_001017275.1","Scaffold",459.231,22.1,,"JXOT01",197510,0,"2015-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/017/275/GCA_001017275.1_ASM101727v1",
"Perca flavescens","Eukaryota;Animals;Fishes","YP-PL-M2","SAMN10722690","PRJNA529871","GCA_004354835.1"," Chromosome",877.456,40.8426,"chromosome 1:NC_041331.1/CM014935.1; chromosome 2:NC_041332.1/CM014936.1; chromosome 3:NC_041333.1/CM014937.1; chromosome 4:NC_041334.1/CM014938.1; chromosome 5:NC_041335.1/CM014939.1; chromosome 6:NC_041336.1/CM014940.1; chromosome 7:NC_041337.1/CM014941.1; chromosome 8:NC_041338.1/CM014942.1; chromosome 9:NC_041339.1/CM014943.1; chromosome 10:NC_041340.1/CM014944.1; chromosome 11:NC_041341.1/CM014945.1; chromosome 12:NC_041342.1/CM014946.1; chromosome 13:NC_041343.1/CM014947.1; chromosome 14:NC_041344.1/CM014948.1; chromosome 15:NC_041345.1/CM014949.1; chromosome 16:NC_041346.1/CM014950.1; chromosome 17:NC_041347.1/CM014951.1; chromosome 18:NC_041348.1/CM014952.1; chromosome 19:NC_041349.1/CM014953.1; chromosome 20:NC_041350.1/CM014954.1; chromosome 21:NC_041351.1/CM014955.1; chromosome 22:NC_041352.1/CM014956.1; chromosome 23:NC_041353.1/CM014957.1; chromosome 24:NC_041354.1/CM014958.1; mitochondrion MT:NC_019572.1/","SCKG01",268,42939,"2019-03-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/354/835/GCA_004354835.1_PFLA_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/835/GCF_004354835.1_PFLA_1.0"
"Ophiothrix spiculata","Eukaryota;Animals;Other Animals","Osp01","SAMN03108599","PRJNA182997","GCA_000969725.1","Scaffold",2764.32,35.1,,"JXSR01",75696,0,"2015-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/725/GCA_000969725.1_Ospi.un_1.0",
"Megaselia scalaris","Eukaryota;Animals;Insects","Durham, NC isolate 2 -- Noor lab","SAMEA2272308","PRJEB1273","GCA_000341915.2","Scaffold",489.348,39.2,,"CAQQ02",231041,0,"2013-02-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/915/GCA_000341915.2_ASM34191v2",
"Cataglyphis hispanica","Eukaryota;Animals;Insects","his1","SAMN10881103","PRJNA521233","GCA_004195275.1","Scaffold",198.943,34.9,,"SGAY01",34983,0,"2019-02-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/195/275/GCA_004195275.1_ASM419527v1",
"Plecturocebus donacophilus","Eukaryota;Animals;Mammals","BS44","SAMN07678140","PRJNA399376","GCA_004027715.1","Scaffold",2959.76,41,,"PVKP01",1033983,0,"2019-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/715/GCA_004027715.1_CalDon_v1_BIUU",
"Theropithecus gelada","Eukaryota;Animals;Mammals","Dixy","SAMN09197221","PRJNA477372","GCA_003255815.1"," Chromosome",2889.63,41.1126,"chromosome 1:NC_037668.1/CM009950.1; chromosome 2:NC_037669.1/CM009951.1; chromosome 3:NC_037670.1/CM009952.1; chromosome 4:NC_037671.1/CM009953.1; chromosome 5:NC_037672.1/CM009954.1; chromosome 6:NC_037673.1/CM009955.1; chromosome 7a:NC_037674.1/CM009956.1; chromosome 7b:NC_037675.1/CM009957.1; chromosome 8:NC_037676.1/CM009958.1; chromosome 9:NC_037677.1/CM009959.1; chromosome 10:NC_037678.1/CM009960.1; chromosome 11:NC_037679.1/CM009961.1; chromosome 12:NC_037680.1/CM009962.1; chromosome 13:NC_037681.1/CM009963.1; chromosome 14:NC_037682.1/CM009964.1; chromosome 15:NC_037683.1/CM009965.1; chromosome 16:NC_037684.1/CM009966.1; chromosome 17:NC_037685.1/CM009967.1; chromosome 18:NC_037686.1/CM009968.1; chromosome 19:NC_037687.1/CM009969.1; chromosome 20:NC_037688.1/CM009970.1; chromosome X:NC_037689.1/CM009971.1; mitochondrion MT:NC_019802.1/","QGDE01",15308,52434,"2018-06-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/255/815/GCA_003255815.1_Tgel_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/255/815/GCF_003255815.1_Tgel_1.0"
"Corbicula fluminea","Eukaryota;Animals;Other Animals","DE_01","SAMN04633495","PRJNA318156","GCA_001632725.1","Contig",0.662517,35.2,,"LWHL01",778,0,"2016-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/725/GCA_001632725.1_ASM163272v1",
"Glossina pallidipes","Eukaryota;Animals;Insects","","SAMN02768704","PRJNA184812","GCA_000688715.1","Scaffold",357.332,34.3,,"JMRQ01",1726,0,"2014-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/715/GCA_000688715.1_Glossina_pallidipes-1.0.3",
"Epinephelus fuscoguttatus","Eukaryota;Animals;Fishes","","SAMD00201013","PRJDB9224","GCA_011397635.1"," Chromosome",1047,41.3312,"chromosome LG1:AP022675.1; chromosome LG10:AP022684.1; chromosome LG11:AP022685.1; chromosome LG12:AP022686.1; chromosome LG13:AP022687.1; chromosome LG14:AP022688.1; chromosome LG15:AP022689.1; chromosome LG16:AP022690.1; chromosome LG17:AP022691.1; chromosome LG18:AP022692.1; chromosome LG19:AP022693.1; chromosome LG2:AP022676.1; chromosome LG20:AP022694.1; chromosome LG21:AP022695.1; chromosome LG22:AP022696.1; chromosome LG23:AP022697.1; chromosome LG24:AP022698.1; chromosome LG3:AP022677.1; chromosome LG4:AP022678.1; chromosome LG5:AP022679.1; chromosome LG6:AP022680.1; chromosome LG7:AP022681.1; chromosome LG8:AP022682.1; chromosome LG9:AP022683.1",,25,0,"2020-02-20T23:05:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/397/635/GCA_011397635.1_E.fuscoguttatus.final_Chr_v1",
"Moschus chrysogaster","Eukaryota;Animals;Mammals","WD2015","SAMN08714478","PRJNA438286","GCA_006461725.1","Scaffold",4972.48,19.4,,"SPDY01",127198,0,"2019-06-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/461/725/GCA_006461725.1_NPU_MCHR_1.0",
"Liriomyza trifolii","Eukaryota;Animals;Insects","BV_Liromyza","SAMN03274827","PRJNA268391","GCA_001014935.1","Scaffold",69.6986,27.4,,"JXHJ01",31049,0,"2015-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/014/935/GCA_001014935.1_ASM101493v1",
"Panagrellus redivivus","Eukaryota;Animals;Roundworms","MT8872","SAMN02953831","PRJNA186477","GCA_000341325.1","Scaffold",65.0931,44.3,,"AOMH01",940,0,"2013-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/325/GCA_000341325.1_Pred3",
"Geotrypetes seraphini","Eukaryota;Animals;Amphibians","","SAMEA104387963","PRJEB33992","GCA_902459505.1"," Chromosome",3779.41,43.2511,"chromosome 1:LR699146.1; chromosome 2:LR699147.1; chromosome 3:LR699148.1; chromosome 4:LR699149.1; chromosome 5:LR699150.1; chromosome 6:LR699151.1; chromosome 7:LR699152.1; chromosome 8:LR699153.1; chromosome 9:LR699154.1; chromosome 10:LR699155.1; chromosome 11:LR699156.1; chromosome 12:LR699157.1; chromosome 13:LR699158.1; chromosome 14:LR699159.1; chromosome 15:LR699160.1; chromosome 16:LR699161.1; chromosome 17:LR699162.1; chromosome 18:LR699163.1; chromosome 19:LR699164.1","CABPRQ01",163,0,"2019-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/459/505/GCA_902459505.1_aGeoSer1.1",
"Ixodes ricinus","Eukaryota;Animals;Other Animals","Charles River","SAMN03271898","PRJNA270959","GCA_000973045.2","Scaffold",514.507,45,,"JXMZ02",204516,0,"2015-04-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/045/GCA_000973045.2_ASM97304v2",
"Ostrinia nubilalis","Eukaryota;Animals;Insects","USDA-ARS inbred line 9-10","SAMN11491597","PRJNA534504","GCA_008921685.1","Scaffold",454.916,29.7,,"SWFO01",8843,0,"2019-10-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/921/685/GCA_008921685.1_ASM892168v1",
"Acomys cahirinus","Eukaryota;Animals;Mammals","US019","SAMN07678032","PRJNA399339","GCA_004027535.1","Scaffold",2306.07,42.7,,"PVKX01",371342,0,"2019-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/535/GCA_004027535.1_AcoCah_v1_BIUU",
"Polistes canadensis","Eukaryota;Animals;Insects","GaletaPanama2010","SAMN02869711","PRJNA301748","GCA_001313835.1","Scaffold",211.202,33.2,,"JPHQ01",3836,19297,"2015-10-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/313/835/GCA_001313835.1_ASM131383v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/313/835/GCF_001313835.1_ASM131383v1"
"Hyalella azteca","Eukaryota;Animals;Other Animals","HAZT.00-mixed","SAMN02978968","PRJNA342675","GCA_000764305.2","Scaffold",550.886,38.5,,"JQDR02",18000,22749,"2014-10-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/305/GCA_000764305.2_Hazt_2.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/764/305/GCF_000764305.1_Hazt_2.0"
"Neotoma lepida","Eukaryota;Animals;Mammals","417","SAMN04893622","PRJNA319537","GCA_001675575.1","Scaffold",2353.86,36.2,,"LZPO01",119373,0,"2016-06-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/575/GCA_001675575.1_ASM167557v1",
"Crotalus horridus","Eukaryota;Animals;Reptiles","016-059-111","SAMN01815951","PRJNA181087","GCA_001625485.1","Scaffold",1520.33,34.3,,"LVCR01",186068,0,"2016-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/485/GCA_001625485.1_ASM162548v1",
"Thamnophis sirtalis","Eukaryota;Animals;Reptiles","EDBJR-23777","SAMN03759628","PRJNA294278","GCA_001077635.2","Scaffold",1424.9,41.8,,"LFLD01",7930,25180,"2015-06-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/635/GCA_001077635.2_Thamnophis_sirtalis-6.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/635/GCF_001077635.1_Thamnophis_sirtalis-6.0"
"Glossina austeni","Eukaryota;Animals;Insects","","SAMN02768703","PRJNA189552","GCA_000688735.1","Scaffold",370.265,34.7,,"JMRR01",2205,0,"2014-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/735/GCA_000688735.1_Glossina_austeni-1.0.3",
"Aphis craccivora","Eukaryota;Animals;Insects","180601","SAMN12496439","PRJNA558689","GCA_009835225.1","Scaffold",318.873,27.5,,"VUJU01",17780,32062,"2020-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/835/225/GCA_009835225.1_LBME_Acra_1.0",
"Ganaspis sp. Gsp50","Eukaryota;Animals;Insects","Gsp50","SAMN13221354","PRJNA587987","GCA_011057455.1","Scaffold",530.294,29.8,,"WNHD01",246894,0,"2020-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/057/455/GCA_011057455.1_ASM1105745v1",
"Haliotis rufescens","Eukaryota;Animals;Other Animals","Redab-CP-2226-F","SAMN08558906","PRJNA434455","GCA_003343065.1","Scaffold",1498.7,38.9,"mitochondrion MT:CM010399.1","QGMO01",8371,0,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/343/065/GCA_003343065.1_H.ruf_v1.0",
"Hippocampus comes","Eukaryota;Animals;Fishes","QL1","SAMN04531611","PRJNA359802","GCA_001891065.1","Scaffold",493.776,43.6998,"mitochondrion MT:NC_020336.1/","LVHJ01",37377,41965,"2016-12-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/891/065/GCA_001891065.1_H_comes_QL1_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/891/065/GCF_001891065.1_H_comes_QL1_v1"
"Fukomys damarensis","Eukaryota;Animals;Mammals","","SAMN02339281","PRJNA268209","GCA_000743615.1","Scaffold",2333.89,40.5,,"AYUG01",74730,43907,"2014-08-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/743/615/GCA_000743615.1_DMR_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/743/615/GCF_000743615.1_DMR_v1.0"
"Xiphophorus couchianus","Eukaryota;Animals;Fishes","","SAMN03922721","PRJNA516883","GCA_001444195.3"," Chromosome",688.542,39.0399,"chromosome 1:NC_040228.1/CM010726.1; chromosome 2:NC_040229.1/CM010727.1; chromosome 3:NC_040230.1/CM010728.1; chromosome 4:NC_040231.1/CM010729.1; chromosome 5:NC_040232.1/CM010730.1; chromosome 6:NC_040233.1/CM010731.1; chromosome 7:NC_040234.1/CM010732.1; chromosome 8:NC_040235.1/CM010733.1; chromosome 9:NC_040236.1/CM010734.1; chromosome 10:NC_040237.1/CM010735.1; chromosome 11:NC_040238.1/CM010736.1; chromosome 12:NC_040239.1/CM010737.1; chromosome 13:NC_040240.1/CM010738.1; chromosome 14:NC_040241.1/CM010739.1; chromosome 15:NC_040242.1/CM010740.1; chromosome 16:NC_040243.1/CM010741.1; chromosome 17:NC_040244.1/CM010742.1; chromosome 18:NC_040245.1/CM010743.1; chromosome 19:NC_040246.1/CM010744.1; chromosome 20:NC_040247.1/CM010745.1; chromosome 21:NC_040248.1/CM010746.1; chromosome 22:NC_040249.1/CM010747.1; chromosome 23:NC_040250.1/CM010748.1; chromosome 24:NC_040251.1/CM010749.1; mitochondrion MT:NC_028083.1/","LNCC02",68,47076,"2015-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/444/195/GCA_001444195.3_X_couchianus-1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/195/GCF_001444195.1_X_couchianus-1.0"
"Alauda arvensis","Eukaryota;Animals;Birds","","SAMEA6585484","PRJEB36048","GCA_902810485.1","Scaffold",1028.66,40.9,,"CADDXX01",5714,0,"2020-03-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/810/485/GCA_902810485.1_skylark_genome",
"Lethenteron camtschaticum","Eukaryota;Animals;Fishes","","SAMN02981514","PRJNA237018","GCA_000466285.1","Scaffold",1030.66,48.1,,"APJL01",86125,0,"2013-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/285/GCA_000466285.1_LetJap1.0",
"Elysia chlorotica","Eukaryota;Animals;Other Animals","EC2010","SAMN09762595","PRJNA484060","GCA_003991915.1","Scaffold",557.48,36.5,,"RQTK01",9989,23871,"2019-01-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/991/915/GCA_003991915.1_ElyChl2.0",
"Haemonchus contortus","Eukaryota;Animals;Roundworms","NZ_Hco_NP","SAMN10834694","PRJNA517503","GCA_007637855.2"," Chromosome",465.721,42.5079,"chromosome 1:CP035805.1; chromosome 2:CP035801.1; chromosome 3:CP035802.1; chromosome 4:CP035804.1; chromosome 5:CP035803.1; chromosome X:CP035800.1; mitochondrion MT:CP035799.1",,7,12,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/637/855/GCA_007637855.2_ASM763785v2",
"Ursus maritimus","Eukaryota;Animals;Mammals","Baiyulong","SAMN02729226","PRJNA254163","GCA_000687225.1","Scaffold",2301.38,41.7,"mitochondrion MT:NC_003428.1/","AVOR01",23819,28887,"2014-05-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/225/GCA_000687225.1_UrsMar_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/225/GCF_000687225.1_UrsMar_1.0"
"Thelohanellus kitauei","Eukaryota;Animals;Other Animals","Wuqing","SAMN01940900","PRJNA193083","GCA_000827895.1","Scaffold",150.348,34.5,,"JWZT01",5757,15020,"2015-01-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/895/GCA_000827895.1_ASM82789v1",
"Neovison vison","Eukaryota;Animals;Mammals","","SAMEA4493372","PRJEB15663","GCA_900108605.1","Scaffold",2447.19,0,,"FNWR01",7175,0,"2017-11-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/605/GCA_900108605.1_NNQGG.v01",
"Tragulus kanchil","Eukaryota;Animals;Mammals","LMD-DV","SAMN08714472","PRJNA438286","GCA_006408655.1","Scaffold",3053.42,33.9,,"SJXW01",185856,0,"2019-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/408/655/GCA_006408655.1_LMD",
"Sylvicapra grimmia","Eukaryota;Animals;Mammals","CMD-5126","SAMN08714508","PRJNA438286","GCA_006408735.1","Scaffold",3145.09,34.8,,"SJYH01",22324,0,"2019-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/408/735/GCA_006408735.1_CMD",
"Anopheles cracens","Eukaryota;Animals;Insects","Kuala Lipis","SAMN04432142","PRJNA309364","GCA_002091845.1","Scaffold",326.466,45.7,,"LULB01",34365,0,"2017-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/091/845/GCA_002091845.1_ASM209184v1",
"Oreamnos americanus","Eukaryota;Animals;Mammals","splAK2016","SAMN10593834","PRJNA510081","GCA_009758055.1","Scaffold",2506.01,41.4,,"WJNR01",3212,0,"2019-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/758/055/GCA_009758055.1_ASM975805v1",
"Saiga tatarica","Eukaryota;Animals;Mammals","BS49","SAMN07678151","PRJNA399418","GCA_004024985.1","Scaffold",2876.19,42.5,,"PVIK01",1772199,0,"2019-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/985/GCA_004024985.1_SaiTat_v1_BIUU",
"Hippotragus niger niger","Eukaryota;Animals;Mammals","SB2152","SAMN07620900","PRJNA403773","GCA_006942125.1","Scaffold",2595.33,41.3,,"VHQK01",15557,0,"2019-07-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/942/125/GCA_006942125.1_SCBI_HNig_1.0",
